30B;29;1;1600;0;0;0;0;0;0
30B;29;1601;1700;117;0;116;5;117;26
30B;29;1701;1800;127;0;125;33;127;55
30B;29;1801;1900;136;0;133;60;136;84
30B;29;1901;2000;146;0;141;88;146;113
30B;29;2001;2100;155;0;150;116;155;142
30B;29;2101;2200;156;0;150;144;171;171
30B;29;2201;2300;166;0;158;171;200;200
30B;29;2301;2400;175;0;166;199;229;229
30B;29;2401;2500;185;0;175;227;258;258
30B;29;2501;2600;194;0;183;255;287;287
30B;29;2601;2700;204;0;191;282;316;316
30B;29;2701;2800;213;0;200;310;345;345
30B;29;2801;2900;215;0;200;338;374;374
30B;29;2901;3000;224;0;208;366;403;403
30B;29;3001;3100;234;0;216;393;432;432
30B;29;3101;3200;243;0;225;421;461;461
30B;29;3201;3300;252;0;233;449;490;490
30B;29;3301;3400;262;0;241;477;519;519
30B;29;3401;3500;263;0;241;504;548;548
30B;29;3501;3600;273;0;250;532;577;577
30B;29;3601;3700;282;0;258;560;606;606
30B;29;3701;3800;292;0;266;585;633;633
30B;29;3801;3900;301;0;275;608;657;657
30B;29;3901;4000;310;0;283;629;679;679
30B;29;4001;4100;311;0;283;651;703;703
30B;29;4101;4200;320;0;291;672;725;725
30B;29;4201;4300;330;19;300;695;749;749
30B;29;4301;4400;339;41;310;718;773;773
30B;29;4401;4500;348;62;319;738;795;795
30B;29;4501;4600;357;84;328;761;819;819
30B;29;4601;4700;358;106;329;782;841;841
30B;29;4701;4800;367;128;338;805;865;865
30B;29;4801;4900;377;149;347;828;889;889
30B;29;4901;5000;386;171;356;848;911;911
30B;29;5001;5100;395;193;366;871;935;935
30B;29;5101;5200;404;215;375;891;957;957
30B;29;5201;5300;414;236;384;914;981;981
30B;29;5301;5400;415;258;385;937;1005;1005
30B;29;5401;5500;424;280;394;958;1027;1027
30B;29;5501;5600;441;302;403;981;1051;1051
30B;29;5601;5700;461;323;412;1001;1073;1073
30B;29;5701;5800;480;345;422;1024;1097;1097
30B;29;5801;5900;500;367;431;1047;1121;1121
30B;29;5901;6000;519;389;432;1067;1143;1143
30B;29;6001;6100;539;410;441;1090;1167;1167
30B;29;6101;6200;558;432;450;1111;1189;1189
30B;29;6201;6300;578;454;459;1134;1213;1213
30B;29;6301;6400;598;476;469;1157;1237;1237
30B;29;6401;6500;617;497;478;1177;1259;1259
30B;29;6501;6600;637;519;479;1200;1283;1283
30B;29;6601;6700;656;541;488;1221;1305;1305
30B;29;6701;6800;676;563;497;1244;1329;1329
30B;29;6801;6900;695;584;506;1266;1353;1353
30B;29;6901;7000;715;606;515;1287;1375;1375
30B;29;7001;7100;734;628;525;1310;1399;1399
30B;29;7101;7200;754;650;526;1330;1421;1421
30B;29;7201;7300;773;671;535;1353;1445;1445
30B;29;7301;7400;793;693;544;1376;1469;1469
30B;29;7401;7500;812;715;553;1397;1491;1491
30B;29;7501;7600;832;737;562;1420;1515;1515
30B;29;7601;7700;851;758;572;1440;1537;1537
30B;29;7701;7800;871;780;581;1463;1561;1561
30B;29;7801;7900;890;802;582;1486;1585;1585
30B;29;7901;8000;910;824;591;1506;1607;1607
30B;29;8001;8100;930;845;600;1529;1631;1631
30B;29;8101;8200;949;867;609;1550;1653;1653
30B;29;8201;8300;969;889;618;1573;1677;1677
30B;29;8301;8400;988;911;628;1596;1701;1701
30B;29;8401;8500;1008;932;629;1616;1723;1723
30B;29;8501;8600;1027;954;638;1639;1747;1747
30B;29;8601;8700;1047;976;647;1660;1769;1769
30B;29;8701;8800;1066;998;656;1683;1793;1793
30B;29;8801;8900;1086;1019;665;1705;1817;1817
30B;29;8901;9000;1105;1041;675;1726;1839;1839
30B;29;9001;9100;1125;1063;675;1749;1863;1863
30B;29;9101;9200;1144;1085;685;1769;1885;1885
30B;29;9201;9300;1164;1106;694;1792;1909;1909
30B;29;9301;9400;1183;1128;703;1815;1933;1933
30B;29;9401;9500;1203;1150;712;1836;1955;1955
30B;29;9501;9600;1222;1172;721;1859;1979;1979
30B;29;9601;9700;1242;1193;722;1880;2001;2001
30B;29;9701;9800;1261;1215;731;1903;2025;2025
30B;29;9801;9900;1281;1237;741;1927;2049;2049
30B;29;9901;10000;1300;1259;750;1948;2071;2071
30B;29;10001;10100;1320;1280;759;1971;2095;2095
30B;29;10101;10200;1339;1302;768;1992;2117;2117
30B;29;10201;10300;1359;1324;778;2016;2141;2141
30B;29;10301;10400;1379;1346;778;2042;2167;2167
30B;29;10401;10500;1398;1365;787;2070;2196;2196
30B;29;10501;10600;1418;1384;797;2098;2225;2225
30B;29;10601;10700;1438;1404;806;2126;2254;2254
30B;29;10701;10800;1458;1423;815;2155;2283;2283
30B;29;10801;10900;1478;1442;824;2183;2312;2312
30B;29;10901;11000;1497;1462;825;2211;2341;2341
30B;29;11001;11100;1517;1481;834;2240;2370;2370
30B;29;11101;11200;1540;1503;843;2268;2399;2399
30B;29;11201;11300;1566;1529;852;2296;2428;2428
30B;29;11301;11400;1592;1553;862;2325;2457;2457
30B;29;11401;11500;1618;1580;871;2353;2486;2486
30B;29;11501;11600;1644;1607;872;2381;2515;2515
30B;29;11601;11700;1670;1631;881;2409;2544;2544
30B;29;11701;11800;1695;1657;891;2438;2573;2573
30B;29;11801;11900;1721;1682;900;2469;2605;2605
30B;29;11901;12000;1748;1708;910;2502;2639;2639
30B;29;12001;12100;1774;1735;919;2532;2670;2670
30B;29;12101;12200;1800;1759;920;2563;2701;2701
30B;29;12201;12300;1826;1785;929;2594;2733;2733
30B;29;12301;12400;1852;1812;939;2625;2764;2764
30B;29;12401;12500;1878;1836;948;2658;2798;2798
30B;29;12501;12600;1904;1863;957;2688;2829;2829
30B;29;12601;12700;1930;1889;967;2719;2861;2861
30B;29;12701;12800;1956;1914;976;2750;2892;2892
30B;29;12801;12900;1982;1940;977;2781;2924;2924
30B;29;12901;13000;2008;1967;987;2814;2958;2958
30B;29;13001;13100;2034;1991;996;2844;2989;2989
30B;29;13101;13200;2060;2017;1005;2875;3020;3020
30B;29;13201;13300;2086;2042;1015;2906;3052;3052
30B;29;13301;13400;2112;2068;1024;2937;3083;3083
30B;29;13401;13500;2138;2095;1025;2970;3117;3117
30B;29;13501;13600;2164;2119;1034;3000;3148;3148
30B;29;13601;13700;2190;2146;1044;3031;3180;3180
30B;29;13701;13800;2216;2172;1053;3062;3211;3211
30B;29;13801;13900;2242;2196;1062;3093;3243;3243
30B;29;13901;14000;2268;2223;1072;3126;3277;3277
30B;29;14001;14100;2294;2249;1073;3156;3308;3308
30B;29;14101;14200;2320;2274;1082;3187;3339;3339
30B;29;14201;14300;2346;2300;1092;3218;3371;3371
30B;29;14301;14400;2372;2327;1101;3249;3402;3402
30B;29;14401;14500;2398;2351;1110;3282;3436;3436
30B;29;14501;14600;2424;2378;1120;3312;3467;3467
30B;29;14601;14700;2450;2404;1121;3343;3499;3499
30B;29;14701;14800;2476;2428;1130;3374;3530;3530
30B;29;14801;14900;2502;2455;1139;3405;3562;3562
30B;29;14901;15000;2528;2479;1149;3438;3596;3596
30B;29;15001;15100;2554;2506;1158;3468;3627;3627
30B;29;15101;15200;2580;2532;1168;3499;3658;3658
30B;29;15201;15300;2606;2556;1177;3530;3690;3690
30B;29;15301;15400;2632;2583;1178;3561;3721;3721
30B;29;15401;15500;2658;2610;1187;3594;3755;3755
30B;29;15501;15600;2684;2634;1197;3625;3786;3786
30B;29;15601;15700;2710;2660;1206;3655;3818;3818
30B;29;15701;15800;2736;2687;1215;3686;3849;3849
30B;29;15801;15900;2762;2711;1225;3717;3881;3881
30B;29;15901;16000;2789;2738;1226;3750;3915;3915
30B;29;16001;16100;2815;2764;1235;3781;3946;3946
30B;29;16101;16200;2841;2788;1244;3811;3977;3977
30B;29;16201;16300;2867;2815;1254;3842;4009;4009
30B;29;16301;16400;2893;2839;1263;3873;4040;4040
30B;29;16401;16500;2919;2866;1273;3906;4074;4074
30B;29;16501;16600;2945;2892;1274;3937;4105;4105
30B;29;16601;16700;2971;2916;1283;3967;4137;4137
30B;29;16701;16800;2997;2943;1292;3998;4168;4168
30B;29;16801;16900;3023;2972;1302;4029;4200;4200
30B;29;16901;17000;3049;3006;1311;4062;4234;4234
30B;29;17001;17100;3075;3040;1321;4093;4265;4265
30B;29;17101;17200;3101;3074;1323;4123;4296;4296
30B;29;17201;17300;3127;3107;1332;4154;4328;4328
30B;29;17301;17400;3153;3139;1342;4185;4359;4359
30B;29;17401;17500;3179;3173;1351;4218;4393;4393
30B;29;17501;17600;3205;3206;1361;4249;4424;4424
30B;29;17601;17700;3231;3240;1371;4279;4456;4456
30B;29;17701;17800;3257;3274;1381;4310;4487;4487
30B;29;17801;17900;3283;3308;1382;4341;4519;4519
30B;29;17901;18000;3309;3342;1392;4374;4553;4553
30B;29;18001;18100;3335;3376;1401;4405;4584;4584
30B;29;18101;18200;3361;3409;1411;4435;4615;4615
30B;29;18201;18300;3387;3443;1421;4466;4647;4647
30B;29;18301;18400;3413;3475;1430;4497;4678;4678
30B;29;18401;18500;3439;3509;1432;4530;4712;4712
30B;29;18501;18600;3465;3542;1441;4561;4743;4743
30B;29;18601;18700;3491;3576;1451;4591;4775;4775
30B;29;18701;18800;3517;3610;1461;4622;4806;4806
30B;29;18801;18900;3543;3644;1470;4653;4838;4838
30B;29;18901;19000;3569;3678;1480;4686;4872;4872
30B;29;19001;19100;3595;3712;1507;4717;4903;4903
30B;29;19101;19200;3621;3745;1535;4747;4934;4934
30B;29;19201;19300;3647;3777;1562;4778;4966;4966
30B;29;19301;19400;3673;3811;1591;4809;4997;4997
30B;29;19401;19500;3699;3844;1619;4842;5031;5031
30B;29;19501;19600;3725;3878;1648;4873;5062;5062
30B;29;19601;19700;3751;3912;1677;4903;5094;5094
30B;29;19701;19800;3777;3946;1706;4934;5125;5125
30B;29;19801;19900;3803;3980;1735;4965;5157;5157
30B;29;19901;20000;3830;4014;1764;4998;5191;5191
30B;29;20001;20200;3882;4081;1821;5059;5253;5253
30B;29;20201;20400;3934;4147;1877;5121;5316;5316
30B;29;20401;20600;3986;4214;1934;5185;5381;5381
30B;29;20601;20800;4038;4282;1992;5246;5444;5444
30B;29;20801;21000;4090;4350;2050;5310;5510;5510
30B;29;21001;21200;4142;4417;2107;5371;5572;5572
30B;29;21201;21400;4194;4482;2162;5433;5635;5635
30B;29;21401;21600;4246;4550;2220;5497;5700;5700
30B;29;21601;21800;4298;4618;2278;5558;5763;5763
30B;29;21801;22000;4350;4685;2335;5622;5829;5829
30B;29;22001;22200;4402;4751;2391;5683;5891;5891
30B;29;22201;22400;4454;4818;2448;5745;5954;5954
30B;29;22401;22600;4506;4886;2506;5809;6019;6019
30B;29;22601;22800;4558;4954;2564;5870;6082;6082
30B;29;22801;23000;4610;5021;2621;5934;6148;6148
30B;29;23001;23200;4662;5087;2677;5996;6210;6210
30B;29;23201;23400;4714;5154;2734;6057;6273;6273
